Gene.symbol	astrocyte_of_the_cerebral_cortex	Bergmann_glial_cell	brain_pericyte	endothelial_cell	neuron	oligodendrocyte	oligodendrocyte_precursor_cell
CSPG4	0.01574708	0	1.50249555	0.0264327	0.03743694	0.01164812	1.85466789
SLC19A1	0.0591512	0	1.52477442	0.04323466	0.04825995	0.04732399	0.12948636
HSPB7	0	0	0.4845145927	0.0017206922	0.0002981373	0.0001168569	0
SUSD5	0.001291876	0	0.647033414	0.001779653	0.022528255	0.006882518	1.110872143
CNP	1.0460244	2.1924668	0.1861891	0.1227105	0.3139417	4.3566475	1.6202171
DPY19L1	0.11046513	0.14547239	0.05816074	0.21315199	0.14386318	1.12846749	0.52833417
C1QTNF1	0.0068184344	0	0.361309928	0.0036146445	0.0099285816	0.0006003464	0.0031933465
CD34	0.016567144	0.001557664	0.049606289	2.295159953	0.051418982	0.016631232	0.006581089
PHLDA3	0.07873894	0.05737801	0.8313133	0.08587802	0.10270292	1.06146065	0.4764675
ZCCHC12	0.0236678163	0	0.0004519095	0.0005428014	0.5258038095	0.0078798463	0.2175758946
CNTNAP2	0.0471246817	0.0378382894	0.0005693677	0.0003184191	0.5377236259	0.0058773791	0.0116062531
IGDCC3	0.04416548	0.19789687	0	0.01346721	0.01542917	0	0.01813907
TTC9B	0.0010363035	0	0.0005506509	0.0016535158	0.2640172665	0.0017633918	0.0712086442
UGT8	0.04158637	0	9.929527e-05	0.002812427	0.01302323	1.832893	0.6053314
CD248	0.01303041	0	0.833552	0.03209014	0.00671309	0.00154546	0.01945069
CNIH2	0.0289878993	0	0.0006604488	0.0044698376	0.6158114535	0.042472001	0.2075712965
SEZ6L2	0.038224233	0.0738865738	0.0135750365	0.0005109368	0.424159489	1.3220442684	0.1188437189
KCTD13	0.11493742	0.08626131	0.07964077	0.05092812	0.64904457	1.72545953	0.22881676
P2RY14	0.009782516	0.0427393	0.710937058	0.038257734	0.049428447	0.001133332	0.030745733
AMZ1	0.021302372	0	0.000181605	0.026833603	0.037118535	0.005608645	0.769736434
ZIC4	0.021395685	0.220846652	0.236825332	0.004259088	0.088027445	0.002954756	0
CA5A	0	0	0.0042502002	0.4764124922	0.0005855397	0.0001638368	0
CHST2	1.7098594	0.4589717	0.187047	0.1167305	0.2793204	0.2496535	1.6655041
DES	0.0007729794	0	2.1591558218	0.0162297548	0.0027757346	0.0017250859	0.0059836436
YPEL2	0.035701379	0.007624256	0.077589833	0.05965633	0.51305703	0.711975319	0.079512034
CHST1	0.709660022	0.083398048	0.02330183	0.001526692	0.492028046	0.008451434	0.039899149
TP53I11	0.001472489	0	1.132136213	0.043580052	0.310236426	0.00540487	0.015141592
PHYHD1	0.0684121	0.67240118	0.01861632	0.01090427	0.02092539	0.02476393	0.02223886
MCTP1	0.0008532606	0.0555620082	0.0026872088	0.0047327358	0.3683635693	0.0011195407	0.0169763928
PNLIP	0	0	0	0	2.908674e-05	2.308385e-05	0.2708733
UCP2	0.07193687	0.987896861	0.079896884	1.474739758	0.03029974	0.042177705	0.007157119
NR2F1	0.251686737	0.32436413	0.182911445	0.005434929	0.123152457	0.01244431	0.185211933
ETV4	0.0822617928	0.0536879214	0.0008186615	0.0006754049	0.0057505351	0.0014179081	0.2399695416
A2M	0.026725099	1.0973234056	0	0.0002808958	0	0	0
C11orf16	0.02146207	0	0.2900384	0.00106654	0.0002398592	9.131365e-05	0.002333389
TPRN	0.0397041	0.0218735	0.03680755	0.11532769	0.11072617	0.89738198	0.09652768
LRRTM4	0.001105314	0	4.154455e-05	0	0.2655907	0.002612357	0.5285263
PRR18	0.084127781	0.014172064	0.002878627	0.009059355	0.03735668	0.888042233	0.174547639
GJC3	0.0488717764	0.655048261	0.0002883544	0.0076955255	0.0109417426	1.2920770738	1.1344530101
RNF152	0.003789738	0	0.767533305	0.044333762	0.173663385	0.006756101	0.026622063
FOXC2	0	0	0.2064258	3.984688e-05	0.000156995	9.741495e-05	0
CDK5R1	0.002411879	0.005533609	0.005268498	0.001764789	0.438538583	0.015366552	0.133369401
BASP1	0.0508160655	0.0005315611	0.0041158474	0.0035538481	0.7089246788	0.025633091	1.0840631926
IRX5	0.008593911	0.3002483	0	8.929499e-05	0	0.0007984306	0.01911667
GRIN1	0.0061737673	0	0.0024682167	0.0009180614	0.5434579528	0.0021206619	0.054406164
SOX11	0.1025899404	0	0.0001814411	0.0020734962	0.5058347862	0.0074832721	0.5207254233
LY6H	0.0094641722	0	0.0014118286	0.0003873371	0.310996474	0.0028774217	0.272563075
RHOG	0.18582345	0.2299949	0.24721666	0.36074027	0.02872447	1.87097958	0.33502632
TALDO1	0.4927883	0.3137653	0.7115753	0.9478173	0.7335144	2.0619432	0.9964584
CLVS1	0	0	0.0002055147	0	0.2735256899	0.0012361404	0.0059782524
GPR4	0.0316579518	0.061714173	0.0665527297	0.8372482749	0.021124849	0.0008199838	0.0319943371
ST8SIA3	0.007847778	0.004891907	0.004475421	0.00247967	1.092354587	0.015603933	0.397726231
RPRM	0.0392930791	0.0005856292	0.0006774423	0.0002386703	0.1087211569	0.0028873461	0.8641035858
ATOX1	0.217098	0.3233011	0.3256595	1.2409235	0.2876238	0.227607	0.2961501
SRRM3	0.002142007	0	4.154455e-05	0.0002917876	0.2257643	0.004774671	0.122368
MLF1	0.055051492	0.000488624	0.340798728	0.013054792	0.011625713	0.002363368	0.021462403
GLDC	0.585551	0.3512716	0.0006859086	6.774215e-05	0.02679983	0.009024013	0.0739974
CTXN1	0.17370343	0.04659637	0.03134716	0.01070653	1.20363664	0.0328393	0.80734301
CA8	0.2139614353	0.1154131801	0.0006169588	0.0040989308	0.0216423996	0.0203165343	0.8506229411
MAF	0.002648984	0.322090859	0.127367444	0.018175051	0.013347226	0.00401733	0.049282927
THBD	0.0038368803	0.0013877717	0.2032907595	1.1455906205	0.0022334265	0.0011020276	0.0005163354
APOLD1	0.013837187	0	1.826004541	2.461256508	0.035036304	0.008048853	0.026921433
KLHDC7A	0.1475037446	0.0198174593	0	0.0002629278	0	0.0010776314	0.000675439
TMEM125	0.0351591007	0	0.0002672143	0.0040647427	0.0032389951	1.2426895414	0.0315283477
CDH4	0.126679325	0.438230754	0.088485366	0.005751385	0.203189083	0.007963924	0.199619664
TMEM151A	0.075795355	0.001291911	0.003854699	0.004897775	0.50856009	2.273895826	0.134571283
WSCD1	1.0836065	0.868499915	0.001665459	0.222391173	0.165815875	2.243895787	2.188081561
GATA2	0.0002863579	0	0.0238309144	0.6711380743	0	0.0036021828	0.0005118106
PACS2	0.08451	0.03988665	0.08314651	0.05670273	0.06562159	0.82748885	0.09910589
GPC5	1.094796881	0.295522445	0	0.003925297	0.021855395	0.026158934	0.953197388
VWA1	0.25761829	0.26436188	0.08651479	3.03066887	0.04057396	0.17378809	0.25186414
FJX1	1.227781597	0.323651231	0.105312051	0.002100168	0.150784553	0.017324185	0.150774906
CDC42EP4	0.40945376	1.39657147	0.9202854	0.56013942	0.12663971	0.01399264	0.31749555
RPRML	0.00518712	0	0.0005410317	2.898889e-05	0.3876745	0.002497442	0.007283181
FOXS1	0.003503159	0	1.356940813	0.022949572	0.001606558	0.002476619	0
CDH5	0.001484924	0	0.0126928753	0.6812436256	0.0004063327	0.000483382	0.0002532008
AKAP5	0.0227189132	0	0.0024560879	0.0006792919	0.5548791725	0.0079505507	0.0768197109
NRXN1	1.511159241	0.225008764	0.008193205	0.011198824	1.16400051	0.119375955	1.871934057
ALX1	0	0	0.2068358987	0.0002168112	0.000130966	0.0006539216	0
FZD2	0.4294016068	0	0.1219057316	0.0004749716	0.0316729159	0.0023413298	0.010757418
GAS1	0.400517479	0.986927481	0.014243744	0.002999534	0.084031523	0.006845551	0.595424781
S1PR5	0.0402514455	0	0.0002123197	0.001522182	0.0451246409	1.1925391437	0.0562788981
OR51E1	0.0001296107	0	0.994961271	0.0029579913	0.0004228115	0.0004778087	0
MAP6D1	0.0201601474	0.0462658279	0.0009727534	0.0039388214	0.1067710184	0.7519252821	0.1363802387
GREM2	0.0001593999	0	0.2224873607	0.0001053701	0.0394863488	0	0.0035991122
GPR62	0.021044957	0.020679066	0.036259985	0.003253639	0.069298845	0.852735542	0.084358515
NQO1	0.06972414	0.42659616	0.0256772	0.03071316	0.03094301	0.02630471	0.03339422
AATK	0.13425407	0.156815253	0.04633525	0.008208342	0.222827139	0.743429297	0.149782033
SOX2	0.679470709	0.402906039	0	0.001296237	0.139235512	0.104093203	0.528832781
GPR88	0.0003816403	0	0.0049154825	0.0025103773	0.8767515328	0.0063960891	0.0117527156
SLC2A4	0.016630888	0.125147926	0.700060046	0.004306781	0.025055888	0	0
ADO	0.1672142	0.1515276	0.2943797	0.1836517	0.3618566	1.9028942	0.8646021
FAM181B	0.697516039	0.900220655	0.004117539	0.180523264	0.096581604	0.013286844	0.673119246
FAM89A	5.72263e-05	0	0.0058448715	0.0093207751	0.0102091565	0.0060752145	0.6476352268
KCNIP1	0.0083234832	0.0394796123	0.0257761295	0.0002748126	0.0680561796	0.004926527	0.4274761327
KCNA4	0.0007219601	0	0.0001648487	0.0003190965	0.215866704	0.0007785657	0.0174665484
BGN	0.02713124	0	1.68144384	0.07248331	0.01974329	0.00562227	0.06456242
ADI1	0.2939099	0.7448191	0.2822214	0.1412856	0.3233882	1.2155262	0.5340135
HS3ST4	0	0	0.0005233279	0.0001431186	0.1691019764	0.0030340688	0
NTM	0.91342001	0.83133214	0.05553396	0.02511724	0.62590791	0.02468157	0.63165485
GRID1	0.05803583	0.1383776	0	7.956966e-06	0.09593579	0.006478779	0.2641465
CRIP2	1.0026206	0.3621564	2.6649594	2.8977473	1.0703844	0.1486013	0.554771
COL18A1	0.005466412	0.007086644	0.5480238	0.047524578	0.001606116	0.001434774	0.083849758
SLC25A18	1.587958318	1.586753841	0.002273487	0.001478176	0.022931018	0.040995953	0.193304751
SOX1	0.1186679293	0.2759897759	0	0.0003431508	0.0625152086	0.0037419155	0.003997309
GPC6	0.171136131	0.632132075	0.098775739	0.006955378	0.017168725	0.003092893	0.164543298
CSMD1	0.0304208256	0	0.0010549242	0.0002535159	0.1569625468	0.0041329482	0.2543005091
CALN1	0.002345406	0.177209245	0.01578627	0.004294031	0.743734707	0.012738122	0.032098889
ACSM5	0.00317466	0.1249116	0	0	0	4.125664e-05	0
TAFA1	0.0073439448	0	5.01273e-05	0	0.0492838241	0.0020402764	0.3495604047
OPCML	0.0089266116	0.001672649	0.0009511013	4.53131e-05	0.275472233	0.0623371012	0.9554859394
AIFM3	0.3992420577	0.3821567273	0.0002459669	0.003141109	0.0710520742	0.0221721758	0.0027367685
ADAP2	0.005080803	0	1.104289441	0.035991015	0.001050818	0.001018219	0.002463138
CLDN5	0.008745959	0.004290338	0.079038497	4.195815229	0.00706147	0.011435783	0.002761947
CNTN2	0.0517335815	0.0800285022	0.0004349169	0.0013246289	0.1729960135	1.3526573008	0.1369732882
KCNJ12	4.821465e-05	0	0.4767389	0.0008143642	0.06315339	0.005183958	0
OLIG1	0.4967464138	0	0.0001800725	0.0123632307	0.0926376067	2.4568034066	3.8748373454
PCDH9	0.486750804	0.542836918	0.001813236	0.001709286	0.608961091	1.435416954	1.058979838
OAF	0.744578242	0.001332413	0.120594033	0.019617949	0.009016755	0.008660168	0.082841761
KCND2	0.098335257	0	0.001761747	0.003433937	0.563238296	0.004043215	0.602785496
POU3F2	0.3050441	0.07084542	0.0002795071	9.082042e-06	0.07684425	0.006467324	0.1585488
PTP4A3	0.08264772	0.15837942	2.31543427	0.6972026	0.27687434	0.01838559	0.19939027
NELL2	0.03006805	0.513733599	0.002636186	0.002067062	0.807073654	0.018927318	0.744873206
JAG2	0.001730743	0	0.006688566	0.413257417	0.026662313	0.00127437	0.001741705
TMEM121	0.071670874	0.115104934	0.001851026	0.000220242	0.161517839	0.076396319	0.82031429
ROBO2	0.0317501322	0.0571188869	0.0005379312	0.0022323914	0.3157168309	0.0076499768	0.0133881271
SEMA4B	0.176835503	0.021731479	0.018518583	0.001856955	0.018775444	0.004200033	0.040485945
ADSS1	0.038819915	0	0.245317567	0.004695418	0.115909169	0.90171842	0.074304257
SH3BGR	0.003228425	0	0.4400501	7.904704e-05	0.002731759	0.0001623562	0.003700816
GPRIN3	0	0	0.0016725925	0.0001574087	0.3720921319	0.0001625234	0.0120398388
SV2B	0.0106090797	0.1812053306	0.0007213272	0.0025196623	0.3181206207	0.0090865262	0
PRKG1	0.0158537517	0.1392817072	0.550087888	0.0434185781	0.0722139637	0.0004734076	0.1725913636
NR2F2	0.115231753	0.027200607	1.176284506	0.131650215	0.10554447	0.005627466	0.113125464
LSAMP	1.433571162	1.275160226	0.200012643	0.005978245	0.517450319	0.090575179	1.086059625
OLFML2A	0.042168251	0.001332413	0.8749591948	0.0441629883	0.004003169	0.0004327678	0.0270596863
DBX2	1.033131637	0.630238134	0	0.002132888	0.045391159	0.027895953	0.409593639
NDUFA4L2	0.0025526106	0	0.794947669	0.0278260424	0.0003108255	0.001935765	0.0009275556
SHC4	0.005304611	0	0.01130595	8.740386e-05	0.02109985	0.02742815	0.5102276
ZFP36L1	0.4068207	0.43402784	1.01306809	1.08642325	0.07052976	0.0227736	0.72641415
NTF3	0.002544411	0	0.2810873	0.001932802	0.1046836	1.213679e-05	0
ADARB2	0.002119152	0	0	2.039946e-05	0.05134371	0.002978298	0.2064222
C11orf87	0.0370033283	0	0.0158382518	0.0008432802	0.9305395568	0.0047286189	0.102386089
KCNIP4	0.0137744016	0.0003438243	0.0004227823	0.0001827313	0.2323002944	0.0035182882	0.0317399182
LAMP1	2.1250553	2.2729188	2.0228269	1.5510702	0.8556965	2.9828736	2.4622926
RTN4RL1	0.0024780619	0.0104734214	0.342544509	0.0057811981	0.1203401742	0.0011581236	0.0002925035
SLITRK2	0.273036149	0.110793557	0.001049738	0.000128443	0.115232168	0.003904485	0.29806016
CYP4F2	0.7173587	0.05180099	6.893765e-05	6.593447e-05	0.0001493982	0.005099427	0.02401314
NAP1L2	0.0112420727	0.1215516067	0.0014181659	0.0002106555	0.6558185725	0.0070878672	0.1855723999
RGS7BP	0.169953516	1.031937742	1.394628358	0.005481254	1.545830656	0.021708239	0.428525085
MYT1L	0.020307115	0.062551308	0.009245589	0.002601234	1.03109329	0.023720397	0.146416577
PRR5	0.187590697	0.236868429	0.007362931	0.011694309	0.011694596	0.001336857	0.037148969
MAPT	0.62375041	0.62751941	0.04807777	0.02092076	1.3919502	2.2317517	1.36664377
KANK3	0.03163917	0.03086512	0.02208623	1.16745738	0.06027402	0.01577609	0.0484819
EMID1	0.050973796	0.451153906	0.226970451	0.007983344	0.11616125	0.017159896	1.327563533
VSTM2B	7.400085e-05	0	0	0.05556059	0.09258961	0.003253032	0.4795477
MT1X	2.9954091	3.2884844	0.8572168	1.2746755	0.5856055	1.0531169	0.6704137
FNBP1	0.39907214	0.23782945	0.24375149	0.0262998	0.17527559	0.94731343	0.09676345
BCAM	0.045716995	0.042088096	2.830952163	1.41396732	0.013864102	0.003955281	0.159619362
LUZP2	2.055379939	2.323033378	0.001563926	0.006336824	0.15669682	0.180367567	1.682471418
LHFPL3	0.0040640714	0	0.0003660625	0.0012325567	0.1595137849	0.0190582841	2.10201414
C11orf96	0.035368277	0.006774236	1.777673459	0.029642544	0.151295273	0.037877341	0.316939774
COL4A1	0.038901838	0.058055315	0.845433086	0.807742808	0.021304312	0.008929293	0.052242065
GJA4	0.0062555173	0	2.2580454775	0.1501351689	0.0031225304	0.000719121	0.0001113538
ERC2	0.0061966361	0.0035976541	0.0015699128	0.0001893393	0.4204502007	0.0052858561	0.1059091814
SPRY4	0.049497535	0.105936597	0.356947707	0.045457692	0.06524855	0.003446547	0.548967355
TRPV2	0.00602278	0	0.792554159	0.005607779	0.070076231	0.015298531	0.042610719
THSD4	0.0052134454	0	0.4156036213	0.0003478393	0.0125028989	0.023928844	0.0072793573
GABRD	0.005919843	0	0.011666033	0.004141414	0.591553857	0.006319571	0.012197715
SEMA4D	0.104519257	0.131425455	0.001133805	0.002530041	0.043784717	0.909314944	0.156463658
DNER	0.5798278586	0.0014448954	0.0002138182	0.0086817122	0.60824466	0.1900947001	1.5776240845
CPSF4L	0.0054421686	0.5161358116	0.004517594	0.0015008	0.0047147269	0.0008763229	0
NWD1	0.429670736	0.286165854	0	0	0.008319388	0.005685588	0.034153608
PRKAR1B	0.02527579	0	0.49020501	0.0129742	0.86085356	0.02343091	0.29705718
NKAIN2	0.039624094	0	0.003997162	0.000409372	0.20953004	0.583995819	0.022157
VWC2	0.0004768468	0	0	1.995684e-05	0.01699388	0.002609292	0.2069837
FZD9	0.247540599	0.233225356	0.02354737	0.003990663	0.043000634	0.00767746	1.016085885
PRELP	0.64218701	0.218187881	1.447511321	0.027855483	0.001539582	0.006257339	0.030858147
APOD	0.10699508	0.20757807	0.02731664	0.56083234	0.01681462	2.62355695	0.1580507
LITAF	0.09694625	0.12499631	1.27877524	0.36036836	0.06483481	1.88220488	0.48027192
GRAPL	0.0008891649	0.0002724097	0.1513649082	1.3438056422	0.0011596426	0.0097640233	0.0006054511
PCDH18	0.008832925	0	0.2649016772	0.0146492435	0.0554983225	0.0002342847	0.003695358
KAZN	0.05591117	0.23603419	0.10879365	0.03866349	0.29904277	0.88880561	0.56371961
SH2D5	0.0163934761	0	0.0002055147	0.0051128961	0.3640837392	0.0004329818	0.0034750645
IL1RAP	0.02805208	0.01067459	0.0234985	0.02307822	0.04395107	0.53467194	0.34964772
MYBPC1	0	0.6955971269	0.0005554862	0.0011600627	0	0.0119860696	0.0020085917
MYT1	0.0020731998	0	0.0001141944	0.0004498259	0.1113848294	0.0001737396	0.3380660364
TMEM63A	0.084244304	0.022769577	0.29760567	0.062887584	0.005116794	1.541238057	0.063321202
SEMA4A	0.43027092	0.01365273	0.01190918	0.00421719	0.05599003	0.01230447	0.04518435
NLGN3	0.1820902077	0.2548991943	0.0350747221	0.0005168579	0.2322954872	0.0617859155	0.8790422535
ELAVL3	0.115400044	0.084259019	0.001307504	0.006107223	0.826237617	1.125442652	0.310712988
SLC35F1	0.030461571	0.003874917	0.033751395	0.002013647	0.359006803	0.009804961	1.049695312
SULF2	0.0326167528	0.0002724097	0.0524127146	0.0028431141	0.0651291463	0.6606174782	2.101742696
CRACDL	0.008818665	0	0.002373095	0.002959504	0.285373154	0.002766946	0.02212417
SCN8A	0.065363587	0.212972767	0.002430258	0.006501899	0.720624523	0.019197455	0.182717878
FLNA	0.04564202	0.12242005	2.07196665	0.13965315	0.10799558	0.01177985	0.04883243
SLC39A10	0.12016031	0.02909152	0.07876374	1.18148701	0.49729862	0.02791802	0.26184091
SLC6A17	0.002572533	0.009377072	0.343191482	0.007866806	0.423304077	0.002487867	0.010431608
SLC22A4	0.159081107	0.864660982	0.004141296	0.005593652	0.033473873	0.003247302	0.029417099
FAM110D	2.652822e-05	0	0.01368413	0.7721329	0.001595247	0.0001463852	0.0001829181
KANK2	0.03815416	0.12654059	0.70502252	0.13346459	0.02364998	0.01453983	0.02095736
FBXL22	0.004831343	0	0.947326429	0.012841177	0.017680032	0.004134394	0.01159547
ADARB1	0.02330471	0.03459601	0.07973033	0.04195473	0.46518799	0.01035431	0.03514409
OPALIN	0.064636696	0	0	0.005203098	0.010713338	1.996549708	0.082629778
STMN3	0.106933301	0.331751144	0.007264171	0.001225453	2.01413466	0.075147015	1.2610992
S100A10	0.18015233	0.57171563	0.05956512	0.25309664	0.12765604	0.05806214	0.02510464
OCLN	0.01516969	0.09332171	0.04894661	1.06316027	0.02278787	0.00384692	0.0164204
HES5	0.481907148	0	0	0.000593862	0.187276119	0.005209555	0.772267499
MBP	0.8538246	0.6378726	0.247431	0.3182246	0.3462096	4.6939795	1.0405874
ELOVL2	0.3140745	0.6450439	0	5.226087e-05	0.04795232	0.003247449	0.006450468
	0.070300536	0.112897956	0	0.003003685	0.044130672	0.002350911	0.420796631
DLGAP2	0	0	0.0008825286	0.0010344728	0.2770574928	0.0004414876	0.0086919618
AKR1B10	0.27043152	0.61487148	0.25989361	0.01977581	0.02568907	0.01284255	0.18419396
LPAR1	0.117269686	0.29222143	0.002859445	0.020203581	0.010106244	1.598687668	0.07204304
CACNA1E	0.005281303	0.096507689	0.001292816	0.009950395	0.458892009	0.001836722	0.123578891
DCAF12L2	0.0255459129	0	0.0021249239	0.0009832898	0.3733236855	0.0089437947	0.7596218341
ASPH	0.37113554	0.81977147	0.55752792	0.03800468	0.54784669	0.04500005	0.19006788
TPM2	0.008244432	0.033028429	3.469072983	0.02748132	0.094338187	0.010528027	0.02012187
PLN	0.021373641	0	2.061663785	0.011032402	0.004214514	0.002771027	0.00883078
ZNF536	0.0203502071	0.2124394716	0	0.0003805597	0.1560624798	0.5182802276	0.1838345494
RYR2	0.008109022	0.027866978	0.114760404	0.003282169	0.286175617	0.007366079	0.007306373
PPP1R14C	0.014031684	0.126492253	0.229132594	0.000291198	0.195291939	0.002736584	0.506994172
SMOC1	0.082648812	0.021869342	0	0.003178035	0.043122899	0.090306986	0.709230969
LRRTM3	0.003890951	0.028412364	0.021697328	0.001049878	0.544547127	0.02757086	1.034358374
PLXNB3	0.0130421655	0.1222158454	0	0.0003407938	0.0007551964	0.4781945664	0.3213584412
RCSD1	0.002670195	0	0.854623513	0.276272291	0.005688626	0.007843122	0.001085654
GRIN3A	0.0186971702	0.0448540522	0	0.0001075289	0.0200237984	0.00401004	0.3308990383
GJC2	0.0350000149	0	0.0002883544	0.0013896653	0.019567345	1.3578081522	0.0621553532
RASGEF1A	0.0051393703	0	0.0005410317	0.0079049508	0.6012244093	0.0113361776	0.036860024
MFAP3L	0.4526497	0.15065335	0.03384707	0.01519987	0.09340402	0.02443103	0.12132523
TGM2	0.015981774	0	0.979073801	0.94801563	0.005116716	0.001286452	0.07188942
RORB	1.031718982	0.335114396	0.014746272	0.000912381	0.068060332	0.02348603	0.118667122
SGMS1	0.1353945	0.1703068	0.1800548	2.2908073	0.1667765	0.1493367	0.3257603
DDO	0.1229436025	0.4716082403	0.0659226292	0.0001947149	0.0180587123	0.0013403253	0.0039893446
SOX18	0.0008151125	0	0.02800362	1.42304	0.005064546	0.0005830187	4.682337e-05
TCEAL6	0.0098002569	0.0207669491	0	0.0001294001	0.3047106955	0.0011080526	0.110111059
NEU4	5.963804e-05	0	0	0.0049997	0.02660543	0.02495303	2.360896
ZDBF2	0.0176365095	0	0.0007721634	0.0002969883	0.292890223	0.000547882	0.0050854491
BTBD17	1.245761229	1.5185023207	0	0.0002347946	0.0527776821	0.014442636	0.0727690093
DDR1	0.30160303	0.13277008	0.11566216	0.01334022	0.12773614	0.74915267	0.37179691
MOG	0.086465119	0	0.002221833	0.010343165	0.02163311	2.869874112	0.174925212
GPR20	0.0002390977	0	1.7070458412	0.0037140006	0.001626823	0.0005852083	0
LRRC10B	0.020306096	0	0.594810335	0.00098432	0.391419796	0.006941225	0.001503746
AARD	0.01187895	0.175047173	0	0.003131607	0.021641578	0.002057273	0.059170437
TMEM88B	0.0502672039	0	0.0009265983	0.0113700078	0.0047951132	1.5314518089	0.108503879
LGR4	0.68103884	0.51462907	0.10965067	0.02388359	0.12551409	0.07715254	0.07042347
CTXN3	0.0027829162	1.0183067424	0.0008818831	0.0010256785	0.4247418392	0.0069517895	0.000102745
OLIG2	0.13538869	0	0.00363256	0.001394666	0.073317576	0.90716546	2.334090413
ATP10A	0.005649935	0.014454417	0.131209431	0.523501062	0.008808107	0.001015489	0
VGLL3	0.0013268483	0.0077503402	0.1821892069	0.0066846118	0.0017161025	0.0002247455	0.0001523445
DIO2	0.70783889	0.220529531	0.00058619	0.001329548	0.001391809	0.016712822	0.195519339
SLC48A1	0.9450158	0.2780018	0.9926139	0.4145232	0.4464132	2.3742542	0.6782982
CRIP1	0.05193739	0.01732424	3.22568935	0.7117364	0.02038629	0.04572199	0.03340982
TRIM59	0.02829679	0.02078789	0.0109938	0.00284915	0.0941532	0.78235595	0.03949996
GIMAP1	0.000686458	0.0009721012	0.0119427816	0.7869219687	0.0045155312	0.0178065554	0.0012615901
LCAT	1.21334604	2.37314745	0.11269975	0.06348896	0.00477589	0.04674883	0.16935867
S1PR3	0.0160847888	0	1.1682939153	0.0345618148	0.0119778127	0.0008903918	0.0332017167
TTLL3	0.05991932	0.530838836	0.006411937	0.010873477	0.041799563	0.003558098	0.010276105
PPP1R3G	0.5524296089	0	0	9.24347e-05	0.0007678153	0.0052818825	0.0036783695
FADS3	0.188248686	0.001476511	0.833130207	0.003732639	0.082737699	0.002607706	0.05258198
CKMT1A	0.018274319	0.000480122	0.013544264	0.00535229	0.884485527	0.014578375	0.070863841
ELFN1	0.003061146	0	0.001331931	2.315993e-05	0.0111272	0.000792832	0.2105439
HLA-B	0.2542181	0.3116233	1.3225878	3.1773699	0.4288991	0.3972882	1.5122873
C12orf75	0.002007334	0.086402585	0.426677865	0.001594157	0.115772969	0.002367975	0.063558745
KIAA0040	0.0701653846	0.0002724097	1.400942065	0.3131509877	0.0149237462	0.0126673125	0.0084711816
SHISA9	0.1468199966	0.3925504681	0	0.0008130452	0.2947839054	0.0033499838	0.306309927
ARHGEF25	0.024241821	0.150159952	0.882909771	0.065241295	0.122503783	0.006584427	0.074117457
PDXP	0.116420552	0.047212372	0.033885854	0.003066375	1.044108223	0.033404319	0.54800287
PLEKHO2	0.179882249	0.346823052	0.060551628	0.015832793	0.003438865	0.043243576	0.039258566
IL10RB	0.05706388	0.06221676	0.21792617	1.27341568	0.03016219	0.0168445	0.13074325
DBNDD2	0.6227626	1.1476519	1.2871243	0.1967119	0.5639013	2.8323742	0.3752306
ETV5	0.23062288	0.76450282	0.07300154	0.0115893	0.20175466	0.03152032	0.83575434
PCP4L1	0.09822132	0.08844473	2.8953766	2.41979641	1.10432222	0.01772259	0.01155472
CHCHD10	1.23648082	0.96877922	0.26816999	0.02576961	1.35089543	0.08171442	0.09873974
TMEM200B	0.0023365688	0	0.7291300083	0.0266950077	0.0320059451	0.0001813829	0.0201482376
TRNP1	0.0108285776	0	0.0306646356	0.0006431835	0.2895942726	0.0034196702	0.170650056
SALL3	0.2941927985	0	0.0004127113	0.0024194426	0.0864468338	0.0031063153	0.3357045927
TMEM179	0.011841414	0	0.001365233	0.002479155	0.393876087	0.007520543	1.085078375
FXYD1	0.77642097	1.44180711	1.40202312	0.01236304	0.05430332	0.03101035	0.01200201
S1PR2	0.040550165	0.177186558	0.034509606	0.008510812	0.018568788	0.016074874	0.529578788
MUSTN1	0.0011961954	0.0003437559	2.0387104806	0.0352014145	0.0027327339	0.0029967449	0
